380,3.59E-03
381,3.89E-03
382,4.48E-03
383,5.29E-03
384,5.94E-03
385,7.00E-03
386,8.25E-03
387,9.94E-03
388,1.21E-02
389,1.48E-02
390,1.84E-02
391,0.0227931205981153
392,0.028012774750625
393,0.0347376240025305
394,0.043621282748817
395,0.0540377696647181
396,0.067684136640873
397,0.0842393698766261
398,0.104266576424287
399,0.128456338938536
400,0.159734312134304
401,0.196193862645991
402,0.240772423813628
403,0.29330387248511
404,0.355451034926469
405,0.428705472482895
406,0.512158749118698
407,0.60324100315443
408,0.698653819222179
409,0.793810568959224
410,0.880663469414129
411,0.949325067480222
412,0.996431573367041
413,1
414,0.977139713724611
415,0.917095736156524
416,0.834403532399514
417,0.738117589838344
418,0.640612676966822
419,0.549849855797626
420,0.473304327318955
421,0.407367032250592
422,0.358625854649075
423,0.317437590117317
424,0.282795766521253
425,0.251396412218532
426,0.222284457290912
427,0.194329439924211
428,0.168521516676535
429,0.144356412948763
430,0.123173072552586
431,0.104647005889664
432,0.088714431397932
433,0.0762229868093615
434,0.0656130754943952
435,0.057433720496118
436,0.0505745703045467
437,0.0447543039352775
438,0.0397582379542674
439,0.0352297885118852
440,0.0310284832085539
441,0.0273119652139265
442,0.0239571790874911
443,2.09E-02
444,1.80E-02
445,1.56E-02
446,1.36E-02
447,1.19E-02
448,1.06E-02
449,9.43E-03
450,8.34E-03
451,7.26E-03
452,6.54E-03
453,5.99E-03
454,5.45E-03
455,4.98E-03
456,4.47E-03
457,3.98E-03
458,3.64E-03
459,3.30E-03
460,3.02E-03
461,2.80E-03
462,2.53E-03
463,2.32E-03
464,2.27E-03
465,2.08E-03
466,1.95E-03
467,1.88E-03
468,1.81E-03
469,1.71E-03
470,1.60E-03
471,1.51E-03
472,1.48E-03
473,1.42E-03
474,1.41E-03
475,1.43E-03
476,1.37E-03
477,1.30E-03
478,1.28E-03
479,1.25E-03
480,1.20E-03
481,1.15E-03
482,1.19E-03
483,1.18E-03
484,1.12E-03
485,1.14E-03
486,1.12E-03
487,1.12E-03
488,1.11E-03
489,1.10E-03
490,1.06E-03
491,1.04E-03
492,1.04E-03
493,1.04E-03
494,1.05E-03
495,1.02E-03
496,1.02E-03
497,9.99E-04
498,9.53E-04
499,9.73E-04
500,9.61E-04
501,9.35E-04
502,9.47E-04
503,9.57E-04
504,9.59E-04
505,9.40E-04
506,9.44E-04
507,9.32E-04
508,9.34E-04
509,9.52E-04
510,9.40E-04
511,9.21E-04
512,9.39E-04
513,9.43E-04
514,9.33E-04
515,8.64E-04
516,8.73E-04
517,8.79E-04
518,8.74E-04
519,8.71E-04
520,8.72E-04
521,8.36E-04
522,8.22E-04
523,8.25E-04
524,8.43E-04
525,8.50E-04
526,8.10E-04
527,8.07E-04
528,7.90E-04
529,7.71E-04
530,7.92E-04
531,7.85E-04
532,7.76E-04
533,7.65E-04
534,7.46E-04
535,7.62E-04
536,7.35E-04
537,7.05E-04
538,7.03E-04
539,6.84E-04
540,7.09E-04
541,7.16E-04
542,6.77E-04
543,6.74E-04
544,6.80E-04
545,6.87E-04
546,6.58E-04
547,6.66E-04
548,6.86E-04
549,6.59E-04
550,6.29E-04
551,6.49E-04
552,6.34E-04
553,5.83E-04
554,5.93E-04
555,5.74E-04
556,5.49E-04
557,5.58E-04
558,5.53E-04
559,5.62E-04
560,5.53E-04
561,5.61E-04
562,5.38E-04
563,5.13E-04
564,5.19E-04
565,5.09E-04
566,5.11E-04
567,5.37E-04
568,5.25E-04
569,5.29E-04
570,5.14E-04
571,5.10E-04
572,4.95E-04
573,4.96E-04
574,4.92E-04
575,4.62E-04
576,4.69E-04
577,4.85E-04
578,4.63E-04
579,4.61E-04
580,4.41E-04
581,4.38E-04
582,4.60E-04
583,4.40E-04
584,4.33E-04
585,4.60E-04
586,4.53E-04
587,4.18E-04
588,4.20E-04
589,4.17E-04
590,4.11E-04
591,4.05E-04
592,4.00E-04
593,4.24E-04
594,4.15E-04
595,3.80E-04
596,3.72E-04
597,3.85E-04
598,3.87E-04
599,3.84E-04
600,3.88E-04
601,3.78E-04
602,3.81E-04
603,3.79E-04
604,3.74E-04
605,3.58E-04
606,3.44E-04
607,3.32E-04
608,3.44E-04
609,3.33E-04
610,3.21E-04
611,3.32E-04
612,3.39E-04
613,3.34E-04
614,3.09E-04
615,3.09E-04
616,3.29E-04
617,3.04E-04
618,2.80E-04
619,2.73E-04
620,2.57E-04
621,2.62E-04
622,2.69E-04
623,2.81E-04
624,2.69E-04
625,2.53E-04
626,2.64E-04
627,2.50E-04
628,2.42E-04
629,2.44E-04
630,2.42E-04
631,2.54E-04
632,2.58E-04
633,2.40E-04
634,2.02E-04
635,2.11E-04
636,2.10E-04
637,1.98E-04
638,2.15E-04
639,2.00E-04
640,2.01E-04
641,1.86E-04
642,1.72E-04
643,1.94E-04
644,2.20E-04
645,2.29E-04
646,2.15E-04
647,2.04E-04
648,2.02E-04
649,2.01E-04
650,1.84E-04
651,2.01E-04
652,2.09E-04
653,1.98E-04
654,1.82E-04
655,1.71E-04
656,1.94E-04
657,1.89E-04
658,1.66E-04
659,1.70E-04
660,1.59E-04
661,1.79E-04
662,1.65E-04
663,1.50E-04
664,1.53E-04
665,1.54E-04
666,1.42E-04
667,1.51E-04
668,1.50E-04
669,1.34E-04
670,1.41E-04
671,1.35E-04
672,1.27E-04
673,1.17E-04
674,1.34E-04
675,1.40E-04
676,1.35E-04
677,1.15E-04
678,1.11E-04
679,9.22E-05
680,9.85E-05
681,1.05E-04
682,1.06E-04
683,9.03E-05
684,8.71E-05
685,5.93E-05
686,5.50E-05
687,5.19E-05
688,5.56E-05
689,4.62E-05
690,6.08E-05
691,4.89E-05
692,3.82E-05
693,6.95E-05
694,7.51E-05
695,2.43E-05
696,2.64E-05
697,4.17E-05
698,4.84E-05
699,3.47E-08
700,3.27E-05
701,4.18E-05
702,3.22E-05
703,1.65E-05
704,1.70E-05
705,3.56E-05
706,2.51E-05
707,-3.55E-06
708,-8.07E-06
709,1.47E-05
710,3.10E-05
711,5.67E-06
712,9.31E-06
713,-1.55E-06
714,-1.96E-05
715,-7.42E-06
716,9.36E-06
717,2.17E-05
718,1.78E-05
719,2.66E-05
720,1.97E-05
721,1.61E-05
722,-6.51E-07
723,-1.88E-05
724,-1.14E-05
725,1.69E-05
726,2.22E-05
727,3.90E-05
728,5.13E-05
729,3.65E-05
730,5.04E-06
731,2.35E-07
732,2.52E-06
733,9.78E-06
734,1.34E-05
735,1.83E-05
736,3.78E-05
737,4.38E-05
738,2.31E-05
739,2.96E-05
740,3.17E-05
741,3.59E-05
742,4.09E-05
743,5.15E-05
744,3.97E-05
745,2.96E-05
746,3.77E-05
747,3.26E-05
748,4.54E-05
749,7.96E-05
750,6.53E-05
751,5.51E-05
752,5.55E-05
753,7.28E-05
754,6.35E-05
755,5.69E-05
756,5.90E-05
757,3.69E-05
758,1.16E-05
759,3.57E-05
760,8.06E-05
761,4.03E-05
762,6.15E-05
763,4.99E-05
764,1.86E-05
765,4.62E-05
766,6.23E-05
767,5.99E-05
768,5.08E-05
769,4.72E-05
770,3.69E-05
771,2.26E-05
772,4.49E-05
773,4.73E-05
774,2.69E-05
775,4.75E-05
776,6.36E-05
777,3.07E-05
778,-4.88E-06
779,3.63E-05
780,1.93E-05
